id,text,author
id06383,everything related bears reference accursed origin whole detail series disgusting circumstances produced set view minutest description odious loathsome person given language painted horrors rendered mine indelible,MWS
id24551,reached tree legrand turned jupiter asked thought could climb,EAP
id18094,gave pretty nearly account former pursuits given fellow professor,MWS
id00620,thus left ponder human creature within great fortress utter solitude mind began cease vain protest impending doom become almost reconciled fate many ancestors met,HPL
id27408,music went ideas seemed quit mortal dwelling house shook pinions began flight sailing placid current thought filling creation new glory rousing sublime imagery else slept voiceless,MWS
id02872,waited letters feverish impatience delayed miserable overcome thousand fears arrived saw superscription elizabeth father hardly dared read ascertain fate,MWS
id13378,madness hypocrisy doubt,EAP
id06108,even acute moment chief horror something apart immediate weakness defences,HPL
id27149,trade fallin mills losin business even new ones best menfolks kilt privateerin war lost elizy brig ranger snow em gilman venters,HPL
id22652,one fine february day sun reassumed genial power walked forest family,MWS
id21224,ingenuity diddler ingenious,EAP
id14826,reef swimmin harbour manuxet,HPL
id14600,time lord raymond returned greece,MWS
id13204,bread water tame blood solitary confinement inspire gentle thoughts,MWS
id27106,moons distance earth round numbers miles,EAP
id24102,carried pistols dagger constantly ever watch prevent artifice means gained greater degree tranquillity,MWS
id21512,accident loss insurance serious loss hair whole singed fire predisposed serious impressions finally made mind take wife,EAP
id24294,crossed direct line vision affected forms upon passing side images impressed idea shrieks groans dismal expressions terror horror wo,EAP
id17416,entirely secluded fact inaccessible except series accidents entrance ravine means impossible indeed first adventurer first sole adventurer ever penetrated recesses,EAP
id13943,ceasing departed abruptly entered,EAP
id04656,one led way clad ghoulishly humped black coat striped trousers mans felt hat perched shapeless thing answered head,HPL
id08804,could understand say could understood notion primum mobile ever obtruded could understood manner might made objects humanity either temporal eternal,EAP
id01626,event circumstances tremendous existence subterranean space mad theories terrible confirmation,HPL
id22132,gentle words agatha animated smiles charming arabian,MWS
id24059,alas life obstinate clings closest hated,MWS
id10319,voice however still puzzled little even apparent mystery speedily cleared,EAP
id04715,gilmans dreams consisted largely plunges limitless abysses inexplicably coloured twilight bafflingly disordered sound abysses whose material gravitational properties whose relation entity could even begin explain,HPL
id07576,struck improvement appeared health adrian,MWS
id20788,better sir said,MWS
id27005,another woman confirmed account fishermen brought body house cold,MWS
id02682,could find room doubt evidence senses seldom called subject wonder extent human credulity smile vivid force imagination hereditarily possessed,EAP
id16180,appearance different ever seen flight somewhat surprised,MWS
id01549,thy creature even mild docile natural lord king thou wilt also perform thy part thou owest,MWS
id26168,insane yarn heard aged drunkard promise pleasant dreams felt must keep image wild watery eyes far possible imagination,HPL
id22584,divesting clothes reason die born threw headlong current sole witness fate solitary crow seduced eating brandy saturated corn staggered away fellows,EAP
id16703,wave hand deliverers hurried tumultuously away,EAP
id05379,seen,EAP
id17025,midst continuous braying donkey arose,EAP
id07009,none exotic technique see sidney sime none trans saturnian landscapes lunar fungi clark ashton smith uses freeze blood,HPL
id20058,arthur munroe dead,HPL
id20975,doubt tranquillity family circle windsor would recover degree composure end happiness,MWS
id15401,great old ones castro continued composed altogether flesh blood,HPL
id18143,thus fathomed satisfaction intentions jehovah intentions built innumerable systems mind,EAP
id22919,man could crush butterfly wheel better effect man better cover speedy retreat powerful adversary,MWS
id19258,fact write upon theme necessary hanged,EAP
id02011,still apparent union permitted much woman could end present remedy encreasing negligence protector seized paroxysm insanity trampled ceremony order duty gave license,MWS
id19374,old woman began turn toward fled precipitately bridge shelter towns labyrinthine waterfront alleys,HPL
id23978,rooks cawed loudly trees mixed hoarse cries heard lively strain music,MWS
id05170,took queer old brick well cellar one sort told,HPL
id10724,sympathy may ever find,MWS
id26472,steeped misery misery alas real shall pardoned seeking relief however slight temporary weakness rambling details,EAP
id08056,suppose astonishment exhibited countenance mr kirwin hastened say immediately upon taken ill papers person brought examined might discover trace could send relations account misfortune illness,MWS
id23159,knew deeper vices books longed know first hand,HPL
id15592,soon morning dawned crept kennel might view adjacent cottage discover could remain habitation found,MWS
id08709,ass said fourth,EAP
id04043,elinor die frenzy miserable despair die near,MWS
id13462,spoken advance quest felt uncles going would understand assist vitally necessary public explanations,HPL
id01478,talk subjects unconnected emotions evidently occupied divined others thought voices spoke indifferent matters eyes mute language told thousand things tongue could uttered,MWS
id06151,sorry dislike see german suffer good man die,HPL
id00128,smell awful like araound wizard whateleys ol haouse,HPL
id16309,adrian instruct cold truths history philosophy,MWS
id01437,relieves us doubt upon question whether old lady could first destroyed daughter afterward committed suicide,EAP
id17059,certain rainy afternoon illusion seemed phenomenally strong addition fancied glimpsed kind thin yellowish shimmering exhalation rising nitrous pattern toward yawning fireplace spoke uncle matter,HPL
id13843,let go cried monster ugly wretch wish eat tear pieces,MWS
